dish_name,material_number,standard_quantity,loss_rate,unit_conversion_rate
牛栏山二锅头56%vol 100ML,1500918,1.0000,1.0000,1.000000
特选羊肉,1500679,0.1500,1.1000,1.000000
猪血,1501589,0.3600,1.2000,2.200000
猪血(半),1501589,0.1800,1.0000,2.200000
甜豆浆（1L）,1500737,1.0000,1.0000,3.950000
番茄火锅,3002745,1.2000,1.0000,1.000000
番茄火锅,3002745,0.3000,1.0000,1.000000
番茄火锅,3002745,0.6000,1.0000,1.000000
盐酥鸡,1500680,0.2200,1.0000,2.200000
竹笙,1501633,0.1300,1.0000,5.000000
精品牛板腱肉（偏瘦）,1500677,0.1600,1.2000,2.200000
精品牛板腱肉（偏瘦）,1501159,0.1600,1.1000,2.200000
精品肥牛（偏肥）,1500677,0.1600,1.2000,2.200000
精品肥牛（每日特惠）偏肥,1500677,0.1600,1.2000,2.200000
精品肥牛（饭团）,1500677,0.1600,1.2000,2.200000
经典麻辣火锅,3003393,1.0000,1.0000,1.000000
经典麻辣火锅,3003393,0.2500,1.0000,1.000000
经典麻辣火锅,3003393,0.5000,1.0000,1.000000
肉汁奶酪薯条,1501190,0.2000,1.0000,2.045455
胡椒猪肚鸡火锅,1500680,0.0700,1.0000,2.200000
胡椒猪肚鸡火锅,1500680,0.2800,1.0000,2.200000
胡椒猪肚鸡火锅,1500680,0.1400,1.0000,2.200000
脆皖鱼,1501610,0.2000,1.0600,1.000000
脆皖鱼(半),1501610,0.1000,1.0600,1.000000
藤椒牛舌,1500677,0.1600,1.2000,2.200000
藤椒牛舌(半),1500677,0.1600,1.2000,2.200000
虾丸,4020091,0.1000,1.0000,1.000000
蟹味棒,1500704,0.1000,1.0000,0.500000
蟹味棒(半),1500704,0.0500,1.0000,0.500000
青岛啤酒330ml,4003066,1.0000,1.0000,1.000000
青岛啤酒330ml,4003066,1.0000,1.0000,1.000000
韭菜水饺（生）,1500732,0.2000,1.0000,0.500000
香菇猪肉丸,1500682,0.1000,1.0000,2.200000
鱼籽福袋,1501608,0.1200,1.0000,1.000000
鱼籽福袋(半）,1501608,0.0800,1.0000,1.000000
鱼豆腐,1500730,0.0600,1.0000,1.000000
鱿鱼卷(花),1501628,0.1500,1.0700,1.000000
鸡肉丸,1500680,0.1000,1.0000,2.200000
鹌鹑蛋,1500861,0.1400,1.1000,0.850000
黑猪肉,1501635,0.1600,1.1500,2.200000
黑鱼片,4018965,0.2000,1.1000,1.000000
黑鱼片(半）,4018965,0.1000,1.1000,1.000000
AAA级西冷牛肉,1501275,1345.0000,1.1000,2.200000
Milkis,4005720,91.0000,1.0000,1.000000
Milkis,4005720,13.0000,1.0000,1.000000
Prime级去骨牛小排,1500676,653.0000,1.1500,1.000000
三鲜猪骨火锅,1500882,7.0000,1.0000,0.345000
三鲜猪骨火锅,1500882,801.0000,1.0000,1.000000
三鲜猪骨火锅,1500882,1139.0000,1.0000,1.000000
健怡可乐,1500903,746.0000,1.0000,1.000000
健怡可乐,1500903,696.0000,1.0000,1.000000
冬阴功锅底,4505163,381.0000,1.0000,3.000000
冬阴功锅底,4505163,777.0000,1.0000,3.000000
冬阴功锅底,4505163,6.0000,1.0000,3.000000
冰烤番薯,4515457,81.0000,1.0000,1.000000
冰鲜墨鱼仔,4502787,58.0000,1.1000,2.200000
冰鲜墨鱼仔(半),4502787,168.0000,1.1000,2.200000
冰鲜桂花蚌,1500705,27.0000,1.0500,2.200000
冰鲜桂花蚌(半),1500705,152.0000,1.0500,2.200000
冰鲜田鸡腿,4515865,167.0000,1.0700,2.200000
冰鲜白虾,1500703,194.0000,1.0500,2.200000
冰鲜白虾(半）,1500703,222.0000,1.0500,2.200000
冰鲜青口贝,4501135,41.0000,1.1000,1.000000
冰鲜青口贝(半),4501135,79.0000,1.1000,1.000000
加多宝,4000635,38.0000,1.0000,1.000000
加多宝,4000635,242.0000,1.0000,1.000000
午餐肉,1500860,134.0000,1.0000,0.340000
午餐肉(半),1500860,479.0000,1.0000,0.340000
卤味牛蹄筋,4702189,186.0000,1.7000,1.000000
可口可乐,1500902,455.0000,1.0000,1.000000
可口可乐,1500902,330.0000,1.0000,1.000000
叻沙火锅,1501043,1.0000,1.0000,1.000000
叻沙火锅,1501043,167.0000,1.0000,1.000000
叻沙火锅,1501043,490.0000,1.0000,1.000000
圣诞小雪人儿（草莓芝士大福）,3010923,8.0000,1.0000,1.000000
奶酪鱼柳,4019343,519.0000,1.0000,1.000000
娃哈哈AD钙奶,4743292,19.0000,1.0000,1.000000
寿喜锅底,1501618,4.0000,1.0000,1.000000
寿喜锅底,1501618,1127.0000,1.0000,1.000000
寿喜锅底,1501618,430.0000,1.0000,1.000000
开花肠,4530374,118.0000,1.0000,1.000000
御膳香菜丸,1500682,414.0000,1.1000,1.000000
扇贝,4515468,28.0000,1.1000,2.200000
扇贝(半),4515468,118.0000,1.1000,2.200000
手工鲜虾云吞,1501590,127.0000,1.0000,1.000000
捞派千层牛百叶,4522462,19.0000,1.2000,1.000000
捞派千层牛百叶(半),4522462,99.0000,1.2000,1.000000
捞派嫩鸡肉片,4521130,185.0000,1.1000,1.000000
捞派嫩鸡肉片(半）,4521130,279.0000,1.1000,1.000000
捞派巴沙鱼片,4515229,316.0000,1.1300,2.200000
捞派巴沙鱼片(半),4515229,682.0000,1.1300,2.200000
捞派滑牛肉,1501289,727.0000,0.6500,1.000000
捞派滑牛肉(半),1501289,849.0000,0.6500,1.000000
捞派羊肉,1500996,252.0000,1.0000,1.000000
捞派羊肉(半),1500996,351.0000,1.0000,1.000000
捞派脆脆毛肚,4502187,1257.0000,1.0500,2.200000
捞派虾滑,4020091,2511.0000,1.1000,1.000000
捞派酥肉,1000529,1194.0000,1.2000,1.000000
捞派鲜毛肚,4522462,114.0000,1.5000,1.000000
捞派鲜毛肚(半),4522462,637.0000,1.5000,1.000000
捞派黄喉,1501684,98.0000,1.1200,1.000000
捞派黄喉(半),1501684,443.0000,1.1200,1.000000
旺仔牛奶(听装),4527328,85.0000,1.0000,1.000000
旺仔牛奶(听装),4527328,17.0000,1.0000,1.000000
春樱莓莓,4530016,149.0000,1.0000,1.000000
朝日啤酒 330ml,1500911,17.0000,1.0000,1.000000
朝日啤酒 330ml,1500911,331.0000,1.0000,1.000000
果粒橙 1250ML,4024321,1.0000,1.0000,1.000000
果粒橙 1250ML,4024321,41.0000,1.0000,1.000000
柠檬冰红茶 341ML,4528887,753.0000,1.0000,1.000000
柠檬冰红茶 341ML,4528887,243.0000,1.0000,1.000000
油条,1501634,294.0000,1.0000,1.000000
海底捞大麦拉格啤酒500ml,4733325,11.0000,1.0000,1.000000
海底捞大麦拉格啤酒500ml,4733325,253.0000,1.0000,1.000000
海底捞德式小麦啤酒500ml,4502863,213.0000,1.0000,1.000000
海底捞德式小麦啤酒500ml,4502863,8.0000,1.0000,1.000000
海底捞椰子鸡火锅,4521130,58.0000,1.0000,1.000000
海底捞椰子鸡火锅,4521130,214.0000,1.0000,1.000000
海鸭蛋虾丸,4523366,336.0000,1.0000,2.200000
深海鱿鱼须,4720684,110.0000,1.5000,1.000000
深海鱿鱼须(半),4720684,253.0000,1.5000,1.000000
清油麻辣火锅,3000759,570.0000,1.0000,1.000000
清油麻辣火锅,3000759,6.0000,1.0000,1.000000
清油麻辣火锅,3000759,969.0000,1.0000,1.000000
澳洲青边鲍,4516992,47.0000,1.0000,1.000000
炸鸡块,4521130,580.0000,1.0000,1.000000
熔岩虾球,4020719,506.0000,1.0000,1.000000
爆浆红糖糍粑,4027530,372.0000,1.0000,1.000000
牛筋丸,1501685,168.0000,1.0000,2.200000
牛筋丸(半),1501685,312.0000,1.0000,2.200000
牛舌,4502048,833.0000,1.1000,2.200000
特选羊肉,1500679,2181.0000,1.1000,2.200000
猪肚,3500205,97.0000,1.1000,2.200000
猪血,1501589,122.0000,1.1000,2.200000
猪血(半),1501589,506.0000,1.1000,2.200000
生面,1500720,775.0000,1.0000,0.454000
生面(半),1500720,540.0000,1.0000,0.454000
番茄火锅,3002745,1734.0000,1.0000,1.000000
番茄火锅,3002745,40.0000,1.0000,1.000000
番茄火锅,3002745,3062.0000,1.0000,1.000000
科罗娜 330ML,4702883,4.0000,1.0000,1.000000
科罗娜 330ML,4702883,99.0000,1.0000,1.000000
章鱼小丸子,4527592,205.0000,1.0000,2.200000
精品牛板腱肉（偏瘦）,4732717,1745.0000,1.1000,1.000000
精品肥牛（偏肥）,4002481,11246.0000,1.3000,1.000000
精品肥牛（每日特惠）偏肥,4002481,1.0000,1.3000,1.000000
精品肥牛（饭团）,4002481,1611.0000,1.3000,1.000000
精选豚肉薄切,1500682,1258.0000,1.1000,2.200000
糖蒜,4510251,211.0000,1.0000,1.000000
糯米鱼豆腐,4513296,510.0000,1.0000,1.000000
经典麻辣火锅,3003393,1554.0000,1.0000,1.000000
经典麻辣火锅,3003393,845.0000,1.0000,1.000000
经典麻辣火锅,3003393,5.0000,1.0000,1.000000
羊脑,4702852,285.0000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,2.0000,1.0000,2.200000
胡椒猪肚鸡火锅,3500205,716.0000,1.0000,2.200000
胡椒猪肚鸡火锅,3500205,216.0000,1.0000,2.200000
胸口朥,4516280,427.0000,1.0000,2.200000
脆爽Q弹竹荪虾滑,4020091,224.0000,1.0000,1.000000
脆爽Q弹竹荪虾滑(半),4020091,544.0000,1.0000,1.000000
脆皖鱼,1501610,102.0000,1.1000,1.000000
脆皖鱼(半),1501610,332.0000,1.1000,1.000000
脆脆千层毛肚,4502187,40.0000,1.0500,1.000000
脆脆千层毛肚（半）,4502187,196.0000,1.0500,1.000000
脱骨鸭掌,1501588,281.0000,1.0000,2.200000
茶兀柚子绿茶(500ml),4207919,8.0000,1.0000,1.000000
茶兀柚子绿茶(500ml),4207919,39.0000,1.0000,1.000000
菌汤火锅,4514602,1.0000,1.0000,1.000000
菌汤火锅,4514602,426.0000,1.0000,1.000000
菌汤火锅,4514602,965.0000,1.0000,1.000000
藤椒牛舌,4502048,50.0000,1.0200,1.000000
藤椒牛舌(半),4502048,269.0000,1.0200,1.000000
蟹味棒,4229333,182.0000,1.0000,0.500000
蟹味棒(半),4229333,446.0000,1.0000,0.500000
蟹籽鱼包蛋,1500731,441.0000,1.0000,1.000000
迷你包浆豆腐,4524613,410.0000,1.0000,1.000000
酒酿圆子（冰镇）,4702451,419.0000,1.0500,1.000000
酸奶麻花,4516300,237.0000,1.0000,1.000000
金馒头,4514000,555.0000,1.0000,1.000000
雪碧,4510556,171.0000,1.0000,1.000000
雪碧,4510556,207.0000,1.0000,1.000000
雪花和牛,4500067,113.0000,1.1000,1.000000
青岛啤酒330ml,4003066,10.0000,1.0000,1.000000
青岛啤酒330ml,4003066,535.0000,1.0000,1.000000
韩国烧酒 360ML,4507216,197.0000,1.0000,1.000000
韩国烧酒 360ML,4526258,197.0000,1.0000,1.000000
韭菜水饺（生）,1501195,270.0000,1.0000,0.450000
鱼籽福袋,1501608,276.0000,1.0000,1.000000
鱼籽福袋(半）,1501608,545.0000,1.0000,1.000000
鱼豆腐,1500730,395.0000,1.0000,1.000000
鱿鱼卷(花),1501628,237.0000,1.0700,1.000000
鲜腐竹,4506591,774.0000,1.0000,0.454000
鹌鹑蛋,4511168,1045.0000,1.1000,0.425000
麻辣牛奶火锅,4517699,441.0000,1.0000,20.000000
麻辣牛奶火锅,4517699,925.0000,1.0000,20.000000
麻辣牛奶火锅,4517699,1.0000,1.0000,20.000000
黑鱼片,1501697,133.0000,1.0600,1.000000
黑鱼片(半）,1501697,366.0000,1.0600,1.000000
AAA级西冷牛肉,1501275,0.1600,1.1000,2.200000
Prime级去骨牛小排,1500676,0.1600,1.2000,1.000000
三鲜猪骨火锅,1500882,0.0375,1.0000,0.354000
三鲜猪骨火锅,1500882,0.1500,1.0000,0.354000
三鲜猪骨火锅,1500882,0.0750,1.0000,0.354000
优品会套餐肥牛,4002481,0.1600,1.2000,1.000000
健怡可乐,1500903,1.0000,1.0000,1.000000
健怡可乐,1500903,1.0000,1.0000,1.000000
冬瓜茶 490ml,1500900,1.0000,1.0000,1.000000
冬瓜茶 490ml,1500900,1.0000,1.0000,1.000000
冬阴功锅底,1500703,0.2800,1.0000,2.200000
冬阴功锅底,1500703,0.0700,1.0000,2.200000
冬阴功锅底,1500703,0.1400,1.0000,2.200000
冬阴功锅底,1500882,0.1000,1.0000,0.354000
冬阴功锅底,1500882,0.2000,1.0000,0.354000
冬阴功锅底,1500882,0.4000,1.0000,0.354000
冰鲜墨鱼仔(半),1001170,0.1400,1.1000,1.000000
冰鲜桂花蚌,1500705,0.2000,1.0000,2.200000
冰鲜桂花蚌(半),1500705,0.1000,1.0000,2.200000
冰鲜白虾,1500703,0.2800,1.0000,2.200000
冰鲜白虾(半）,1500703,0.1400,1.0000,2.200000
加多宝,4000635,1.0000,1.0000,1.000000
加多宝,4000635,1.0000,1.0000,1.000000
午餐肉,1500860,0.2000,1.0000,0.340000
午餐肉(半),1500860,0.1000,1.0000,0.340000
卤肥肠,1501253,0.1000,1.4300,1.000000
可口可乐,1500902,1.0000,1.0000,1.000000
可口可乐,1500902,1.0000,1.0000,1.000000
圣诞小雪人儿（草莓芝士大福）,3010923,1.0000,1.0000,1.000000
寿喜锅底,1501618,0.1290,1.0000,1.000000
寿喜锅底,1501618,0.2580,1.0000,1.000000
寿喜锅底,1501618,0.5160,1.0000,1.000000
御膳香菜丸,1501251,0.1000,1.0500,1.000000
手工鲜虾云吞,1501590,6.0000,1.0000,1.000000
捞派滑牛肉,1501289,0.3000,0.6500,1.000000
捞派滑牛肉(半),1501289,0.1500,0.6500,1.000000
捞派羊肉,1500996,0.3000,1.0000,1.000000
捞派羊肉(半),1500996,0.1500,1.0000,1.000000
捞派虾滑,4020091,0.1500,1.1000,1.000000
捞派酥肉,1000529,0.1500,1.2000,1.000000
捞派黄喉,1501684,0.2000,1.1200,1.000000
捞派黄喉(半),1501684,0.1000,1.1200,1.000000
椰汁,4019089,1.0000,1.0000,1.000000
椰汁,4019089,1.0000,1.0000,1.000000
油条,1501634,0.0500,1.0000,1.000000
清油麻辣火锅,3000759,0.5000,1.0000,1.000000
清油麻辣火锅,3000759,0.2500,1.0000,1.000000
清油麻辣火锅,3000759,1.0000,1.0000,1.000000
熔岩虾球,4020719,0.1000,1.0000,1.000000
牛筋丸,1501685,0.1200,1.0000,2.200000
牛舌,1500686,0.1200,1.0500,2.200000
特选羊肉,1501641,0.1500,1.0000,1.000000
猪血,1501589,0.4800,1.0000,2.200000
猪血(半),1501589,0.2400,1.0000,2.200000
生面,1500720,0.2000,1.0000,0.454000
生面(半),1500720,0.1000,1.0000,0.454000
番茄火锅,3002745,0.6000,1.0000,1.000000
番茄火锅,3002745,1.2000,1.0000,1.000000
番茄火锅,3002745,0.3000,1.0000,1.000000
粉耗子,3010356,0.1300,1.0000,1.000000
精品肥牛（偏肥）,4002481,0.1600,1.1500,1.000000
精品肥牛（每日特惠）偏肥,4002481,0.1600,1.2000,1.000000
精选豚肉薄切,1501251,0.1600,1.2000,1.000000
经典麻辣火锅,3003393,0.2500,1.0000,1.000000
经典麻辣火锅,3003393,1.0000,1.0000,1.000000
经典麻辣火锅,3003393,0.5000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,0.2000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,0.1000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,0.0500,1.0000,1.000000
脆皖鱼,1501610,0.2000,1.0600,1.000000
脆皖鱼(半),1501610,0.1000,1.0600,1.000000
脱骨鸭掌,1501588,0.1200,1.0000,1.000000
芝士牛肉丸,1501011,0.1000,1.0000,1.000000
藤椒牛舌,1500686,0.2400,1.0500,2.200000
藤椒牛舌(半),1500686,0.1200,1.0500,2.200000
蜜桃汁,1500899,1.0000,1.0000,1.000000
蜜桃汁,1500899,1.0000,1.0000,1.000000
蟹味棒,1500704,0.1000,1.0000,0.500000
蟹味棒(半),1500704,0.0500,1.0000,0.500000
蟹籽鱼包蛋,1500731,0.1000,1.0000,1.000000
金馒头,1501651,0.0800,1.0000,1.000000
韭菜水饺（生）,1500732,0.2000,1.0000,0.500000
鱼籽福袋,1501608,0.1500,1.0000,1.000000
鱼籽福袋(半）,1501608,0.1000,1.0000,1.000000
鱼豆腐,1500730,0.0600,1.0000,1.000000
鲜嫩鸡肉卷,1501672,0.1600,1.0500,2.200000
麻辣燕麦奶火锅,1500882,0.1000,1.0000,0.354000
麻辣燕麦奶火锅,1500882,0.2000,1.0000,0.354000
麻辣燕麦奶火锅,1500882,0.4000,1.0000,0.354000
麻辣燕麦奶火锅,3000759,0.8000,1.0000,1.000000
麻辣燕麦奶火锅,3000759,0.4000,1.0000,1.000000
麻辣燕麦奶火锅,3000759,0.2000,1.0000,1.000000
黑鱼片,4018965,0.2000,1.0600,1.000000
黑鱼片(半）,4018965,0.1000,1.0600,1.000000
AAA级西冷牛肉,1501275,0.1600,1.1000,2.200000
Prime级去骨牛小排,1500676,0.1600,1.1000,1.000000
三鲜猪骨火锅,1500882,0.0400,1.0000,1.000000
三鲜猪骨火锅,1500882,0.0800,1.0000,1.000000
三鲜猪骨火锅,1500882,0.1500,1.0000,0.354000
健怡可乐,1500903,1.0000,1.0000,1.000000
健怡可乐,1500903,1.0000,1.0000,1.000000
冰鲜桂花蚌,1500705,0.2000,1.0000,2.200000
冰鲜桂花蚌(半),1500705,0.1100,1.0000,2.200000
加多宝,4000635,1.0000,1.0000,1.000000
加多宝,4000635,1.0000,1.0000,1.000000
午餐肉,1500860,0.2000,1.0000,0.340000
午餐肉(半),1500860,0.1000,1.0000,0.340000
卤肥肠,1501253,0.1000,1.4300,1.000000
双椒肥牛,4002481,0.1600,1.0300,1.000000
可口可乐,1500902,1.0000,1.0000,1.000000
可口可乐,1500902,1.0000,1.0000,1.000000
圣诞小雪人儿（草莓芝士大福）,3010923,1.0000,1.0000,1.000000
奥尔良鸡翅（烤肉）,1500693,0.2000,1.0000,1.000000
寿喜锅底,1501618,0.5200,1.0000,1.000000
寿喜锅底,1501618,0.1300,1.0000,1.000000
寿喜锅底,1501618,0.2600,1.0000,1.000000
御膳香菜丸,1500682,0.1000,1.0500,1.000000
手工现做牛筋丸,1501011,0.2000,1.0000,1.000000
手工现做牛筋丸（半）,1501011,0.1000,1.0000,1.000000
手工香菜羊肉丸,1500996,0.1000,1.0000,1.000000
手工鲜虾云吞,1501590,6.0000,1.0000,1.000000
捞派嫩鸡肉片,1501255,0.3000,1.1000,1.000000
捞派嫩鸡肉片(半）,1501255,0.1500,1.1000,1.000000
捞派滑牛肉,1501289,0.3000,0.6500,1.000000
捞派滑牛肉(半),1501289,0.1500,0.6500,1.000000
捞派羊肉,1500996,0.1700,0.8000,1.000000
捞派羊肉(半),1500996,0.0850,0.8000,1.000000
捞派酥肉,1000529,0.1500,1.0000,1.000000
捞派黄喉,1501684,0.2000,1.0500,1.000000
捞派黄喉(半),1501684,0.1000,1.0500,1.000000
擂椒皮蛋肉丸,1500682,0.1200,1.0000,1.000000
朝日啤酒 330ml,1500911,1.0000,1.0000,1.000000
朝日啤酒 330ml,1500911,1.0000,1.0000,1.000000
油条,1501634,0.1300,1.0000,1.000000
海底捞椰子鸡火锅,1501255,0.4000,1.0000,1.000000
海底捞椰子鸡火锅,1501255,0.8000,1.0000,1.000000
清油麻辣火锅,3000759,0.3000,1.0000,1.000000
清油麻辣火锅,3000759,1.2000,1.0000,1.000000
清油麻辣火锅,3000759,0.6000,1.0000,1.000000
牛筋丸,1501685,0.2000,1.0000,2.200000
牛筋丸(半),1501685,0.1200,1.0000,2.200000
牛舌,4000455,0.1200,1.3000,1.000000
特选羊肉,1500679,0.1500,1.0400,2.200000
猪五花肉（烤肉）,1000529,0.1600,1.0000,1.000000
猪肚,3500205,0.1600,1.1000,1.000000
猪血,1501589,0.4800,1.2000,2.200000
猪血(半),1501589,0.2400,1.2000,2.200000
甜豆浆（1L）,1501200,1.0000,1.0000,1.000000
生面,1500720,0.2000,1.0000,0.454000
生面(半),1500720,0.1000,1.0000,0.454000
番茄火锅,3002745,1.2000,1.0000,1.000000
番茄火锅,3002745,0.6000,1.0000,1.000000
番茄火锅,3002745,0.3000,1.0000,1.000000
盐酥鸡,1501255,0.2200,1.0000,1.000000
粉耗子,3010356,0.1300,1.0000,1.000000
精品肥牛（偏肥）,4002481,0.1600,1.1000,1.000000
精品肥牛（每日特惠）偏肥,4002481,0.1600,1.0300,1.000000
精品肥牛（饭团）,4002481,0.1600,1.0300,1.000000
精选豚肉薄切,1500682,0.1600,1.0500,2.200000
经典麻辣火锅,3003393,0.5000,1.0000,1.000000
经典麻辣火锅,3003393,1.0000,1.0000,1.000000
经典麻辣火锅,3003393,0.2500,1.0000,1.000000
肉汁奶酪薯条,1501190,0.2000,1.0000,2.050000
胡椒猪肚鸡火锅,3500205,0.1000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,0.2000,1.0000,1.000000
胡椒猪肚鸡火锅,3500205,0.0500,1.0000,1.000000
脆皖鱼,1501610,0.2000,1.0500,1.000000
脆皖鱼(半),1501610,0.1000,1.0500,1.000000
脱骨鸭掌,1501588,0.1200,1.1000,2.200000
蜂蜜照烧鸡翅,1500693,0.2000,1.0000,1.000000
蟹味棒,1500704,0.1000,1.0000,0.500000
蟹味棒(半),1500704,0.0500,1.0000,0.500000
蟹籽鱼包蛋,1500731,0.1000,1.0000,1.000000
酸菜五花肉（烤肉）,1000529,0.0800,1.0000,1.000000
金馒头,1501651,0.0800,1.0000,1.000000
青岛啤酒330ml,4003066,1.0000,1.0000,1.000000
青岛啤酒330ml,4003066,1.0000,1.0000,1.000000
韭菜水饺（生）,1501195,0.1500,1.0000,0.450000
鱼籽福袋,1501608,0.1500,1.0000,1.000000
鱼籽福袋(半）,1501608,0.1000,1.0000,1.000000
鱼豆腐,1500730,0.0600,1.0000,1.000000
鱿鱼卷(花),1501628,0.1500,1.0700,1.000000
鲜嫩鸡肉卷,1501672,0.1600,1.0500,2.200000
黄喉（烤肉）,1501684,0.0850,1.0000,1.000000
黑鱼片,1501697,0.2000,1.0600,1.000000
黑鱼片(半）,1501697,0.1000,1.0600,1.000000
